LEVEL 0;;LEVEL 1;;LEVEL 2;;LEVEL 3;;LEVEL 4;;;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;6;РЕПОЗИЦІЯ;1486;Репозиція перелому кісток таза або стегнової кістки;47531-00;Закрита репозиція перелому стегнової кістки з внутрішньою фіксацією;Excision arthroplasty of hip;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;6;РЕПОЗИЦІЯ;1487;Репозиція вивиху кульшового суглоба;47048-00;Закрита репозиція вивиху кульшового суглоба;Partial arthroplasty of hip;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;6;РЕПОЗИЦІЯ;1487;Репозиція вивиху кульшового суглоба;47051-00;Відкрита репозиція вивиху кульшового суглоба;Total arthroplasty of hip, unilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1488;Пластика таза або кульшового суглоба кістковим трансплантатом;48200-00;Пластика стегнової кістки кістковим трансплантатом;Total arthroplasty of hip, bilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1488;Пластика таза або кульшового суглоба кістковим трансплантатом;48203-00;Пластика стегнової кістки кістковим трансплантатом з внутрішньою фіксацією;Revision of total arthroplasty of hip;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1488;Пластика таза або кульшового суглоба кістковим трансплантатом;50393-00;Пластика таза кістковим трансплантатом;Revision of total arthroplasty of hip with bone graft to acetabulum;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1489;Артропластика кульшового суглоба;47522-00;Геміартропластика кульшового суглоба;Revision of total arthroplasty of hip with bone graft to femur;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1489;Артропластика кульшового суглоба;49312-00;Ексцизійна артропластика кульшового суглоба;Revision of total arthroplasty of hip with bone graft to acetabulum and femur;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1489;Артропластика кульшового суглоба;49315-00;Часткова артропластика кульшового суглоба;Revision of total arthroplasty of hip with anatomic specific allograft to acetabulum;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1489;Артропластика кульшового суглоба;49318-00;Тотальна артропластика кульшового суглоба, одностороння;Revision of total arthroplasty of hip with anatomic specific allograft to femur;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1489;Артропластика кульшового суглоба;49319-00;Тотальна артропластика кульшового суглоба, двостороння;Revision of total arthroplasty of hip with anatomic specific allograft to acetabulum and femur;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1489;Артропластика кульшового суглоба;90607-00;Поверхневе ендопротезування кульшового суглоба, одностороннє;Revision of partial arthroplasty of hip;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1489;Артропластика кульшового суглоба;90607-01;Поверхневе ендопротезування кульшового суглоба, двостороннє;Arthroscopy of hip;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1490;Трансплантація або транспозиція сухожиль або м'язів таза або кульшового суглоба;50121-00;Трансплантація клубово-поперекового сухожилля до великого вертелу;Arthroscopic biopsy of hip;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1490;Трансплантація або транспозиція сухожиль або м'язів таза або кульшового суглоба;50387-00;Транспозиція клубово-поперекового сухожилля до великого вертелу;Arthroscopic removal of loose body from hip;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1490;Трансплантація або транспозиція сухожиль або м'язів таза або кульшового суглоба;50387-01;Транспозиція абдомінальної мускулатури до великого вертелу;Open biopsy of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1490;Трансплантація або транспозиція сухожиль або м'язів таза або кульшового суглоба;50387-02;Транспозиція аддукторів (привідних м'язів) до сідничної кістки;Arthrotomy of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1491;Інші відновлювальні процедури в області таза або кульшового суглоба;48500-00;Епіфізеоліз стегнової кістки;Removal of loose body of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1491;Інші відновлювальні процедури в області таза або кульшового суглоба;48506-00;Епіфізеоліз стегнової кістки, великогомілкової кістки та малогомілкової кістки;Release of capsule of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1491;Інші відновлювальні процедури в області таза або кульшового суглоба;49300-00;Артродез крижово-клубового суглоба;Meniscectomy of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1491;Інші відновлювальні процедури в області таза або кульшового суглоба;49306-00;Артродез кульшового суглоба;Patellofemoral stabilisation;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1491;Інші відновлювальні процедури в області таза або кульшового суглоба;50224-09;Резекція одним блоком ураженої ділянки м’яких тканин із залученням таза з реконструкцією та застосуванням протеза;Chondroplasty of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1491;Інші відновлювальні процедури в області таза або кульшового суглоба;50224-10;Резекція одним блоком ураженої ділянки м’яких тканин із залученням таза з реконструкцією та застосуванням алотрансплантата;Transfer of tendon or ligament of knee, not elsewhere classified;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1491;Інші відновлювальні процедури в області таза або кульшового суглоба;50224-11;Резекція одним блоком ураженої ділянки м’яких тканин із залученням таза з реконструкцією та застосуванням аутотрансплантата;Patellectomy;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1491;Інші відновлювальні процедури в області таза або кульшового суглоба;90552-00;Інше відновлення кульшового суглоба;Osteoplasty of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1491;Інші відновлювальні процедури в області таза або кульшового суглоба;96225-00;Артроскопічне відновлення стегна ;Synovectomy of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;10;РЕВІЗІЯ;1492;Ревізія після артропластики кульшового суглоба;49324-00;Ревізія тотальної артропластики кульшового суглоба;Arthrodesis of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;10;РЕВІЗІЯ;1492;Ревізія після артропластики кульшового суглоба;49327-00;Ревізія тотальної артропластики кульшового суглоба з пластикою вертлюжної западини кістковим трансплантатом;Arthrodesis of knee with removal of prosthesis;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;10;РЕВІЗІЯ;1492;Ревізія після артропластики кульшового суглоба;49330-00;Ревізія тотальної артропластики кульшового суглоба з пластикою стегнової кістки кістковим трансплантатом;Removal of knee prosthesis;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;10;РЕВІЗІЯ;1492;Ревізія після артропластики кульшового суглоба;49333-00;Ревізія тотальної артропластики кульшового суглоба з пластикою вертлюжної западини та стегнової кістки кістковим трансплантатом;Hemiarthroplasty of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;10;РЕВІЗІЯ;1492;Ревізія після артропластики кульшового суглоба;49339-00;Ревізія тотальної артропластики кульшового суглоба з пересадкою анатомічного алотрансплантата до вертлюжної западини;Total arthroplasty of knee, unilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;10;РЕВІЗІЯ;1492;Ревізія після артропластики кульшового суглоба;49342-00;Ревізія тотальної артропластики кульшового суглоба з пересадкою анатомічного алотрансплантата до стегнової кістки;Total arthroplasty of knee, bilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;10;РЕВІЗІЯ;1492;Ревізія після артропластики кульшового суглоба;49345-00;Ревізія тотальної артропластики кульшового суглоба з пересадкою анатомічного алотрансплантата до вертлюжної западини та стегнової кістки;Total arthroplasty of knee with bone graft to femur, unilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;10;РЕВІЗІЯ;1492;Ревізія після артропластики кульшового суглоба;49346-00;Ревізія часткової артропластики кульшового суглоба;Total arthroplasty to knee with bone graft to femur, bilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;12;ІНШІ ПРОЦЕДУРИ;1493;Процедури, пов’язані з епіфізеолізом головки стегнової кістки;47525-00;Закрита репозиція у разі епіфізеолізу головки стегнової кістки;Total arthroplasty to knee with bone graft to tibia, unilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;8;ТАЗ, КУЛЬШОВИЙ СУГЛОБ;12;ІНШІ ПРОЦЕДУРИ;1493;Процедури, пов’язані з епіфізеолізом головки стегнової кістки;47525-01;Відкрита репозиція у разі епіфізеолізу головки стегнової кістки;Total arthroplasty to knee with bone graft to tibia, bilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1495;Іммобілізація перелому малогомілкової кістки, надколінка або великогомілкової кістки;47543-00;Іммобілізація перелому медіального або латерального виростка великогомілкової кістки;Total arthroplasty of knee with bone graft to femur and tibia, unilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1495;Іммобілізація перелому малогомілкової кістки, надколінка або великогомілкової кістки;47552-00;Іммобілізація перелому медіального та латерального виростка великогомілкової кістки;Total arthroplasty of knee with bone graft to femur and tibia, bilateral;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1495;Іммобілізація перелому малогомілкової кістки, надколінка або великогомілкової кістки;47561-00;Іммобілізація шляхом накладання пов'язки при переломі діафіза великогомілкової кістки;Revision of total arthroplasty of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1495;Іммобілізація перелому малогомілкової кістки, надколінка або великогомілкової кістки;47576-00;Іммобілізація перелому малогомілкової кістки;Revision of total arthroplasty of knee with bone graft to femur;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1495;Іммобілізація перелому малогомілкової кістки, надколінка або великогомілкової кістки;47579-00;Іммобілізація перелому надколінка;Revision of total arthroplasty of knee with bone graft to tibia;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1496;Інші процедури на коліні або гомілці, пов’язані з прикладанням, введенням або видаленням;90551-00;Імплантація протезу гомілки;Revision of total arthroplasty of knee with bone graft to femur and tibia;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1497;Декомпресійна фасціотомія литки;47975-01;Декомпресійна фасціотомія литки для лікування гострого синдрому тривалого здавлення (crush-синдрому);Total replacement arthroplasty of patellofemoral joint of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1497;Декомпресійна фасціотомія литки;47978-01;Декомпресійна фасціотомія задньої частини гомілки для лікування хронічного синдрому тривалого здавлення (crush-синдрому);Arthroscopic reconstruction of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1497;Декомпресійна фасціотомія литки;47981-01;Декомпресійна фасціотомія литки;Reconstruction of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1498;Мобілізація колінного суглоба у разі контрактури;50363-00;Задня мобілізація колінного суглоба у разі контрактури, одностороння;Arthroscopic reconstruction of cruciate ligament of knee with repair of meniscus;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1498;Мобілізація колінного суглоба у разі контрактури;50366-00;Задня мобілізація колінного суглоба у разі контрактури, двостороння;Reconstruction of cruciate ligament of knee with repair of meniscus;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1498;Мобілізація колінного суглоба у разі контрактури;50369-00;Задня мобілізація колінного суглоба у разі контрактури з розсіченням суглобової капсули, одностороння;Revision arthrodesis of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1498;Мобілізація колінного суглоба у разі контрактури;50372-00;Задня мобілізація колінного суглоба у разі контрактури з розсіченням суглобової капсули, двостороння;Revision of patellofemoral stabilisation of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1499;Остеотомія дистального відділу стегнової кістки, надколінка, великогомілкової кістки або малогомілкової кістки;48406-00;Остеотомія малогомілкової кістки;Revision of reconstructive surgery of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1499;Остеотомія дистального відділу стегнової кістки, надколінка, великогомілкової кістки або малогомілкової кістки;48409-00;Остеотомія малогомілкової кістки з внутрішньою фіксацією;Revision of total arthroplasty of knee with anatomic specific allograft;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1499;Остеотомія дистального відділу стегнової кістки, надколінка, великогомілкової кістки або малогомілкової кістки;48418-00;Остеотомія великогомілкової кістки;Arthroscopy of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1499;Остеотомія дистального відділу стегнової кістки, надколінка, великогомілкової кістки або малогомілкової кістки;48421-00;Остеотомія великогомілкової кістки з внутрішньою фіксацією;Arthroscopic biopsy of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1499;Остеотомія дистального відділу стегнової кістки, надколінка, великогомілкової кістки або малогомілкової кістки;48424-06;Остеотомія дистального відділу стегнової кістки;Arthroscopic excision of meniscal margin or plica of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1499;Остеотомія дистального відділу стегнової кістки, надколінка, великогомілкової кістки або малогомілкової кістки;48427-06;Остеотомія дистального відділу стегнової кістки з внутрішньою фіксацією;Arthroscopic debridement of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1499;Остеотомія дистального відділу стегнової кістки, надколінка, великогомілкової кістки або малогомілкової кістки;90555-00;Остеотомія надколінка;Arthroscopic chondroplasty of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1500;Внутрішня фіксація перелому виростка стегнової кістки;47534-00;Внутрішня фіксація внутрішньо-суглобового перелому виростка стегнової кістки;Arthroscopic osteoplasty of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1500;Внутрішня фіксація перелому виростка стегнової кістки;47537-00;Внутрішня фіксація перелому виростка стегнової кістки;Arthroscopic removal of loose body of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1500;Внутрішня фіксація перелому виростка стегнової кістки;47585-00;Внутрішня фіксація перелому надколінка;Arthroscopic trimming of ligament of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1501;Інші процедури, пов’язані з розрізом колінного суглоба;49500-01;Артротомія колінного суглоба;Arthroscopic lateral release of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1501;Інші процедури, пов’язані з розрізом колінного суглоба;49500-02;Видалення «суглобових мишей» з коліна;Arthroscopic meniscectomy of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1501;Інші процедури, пов’язані з розрізом колінного суглоба;49500-04;Мобілізація капсули колінного суглоба;Arthroscopic lateral release of knee with debridement, osteoplasty or chondroplasty;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1501;Інші процедури, пов’язані з розрізом колінного суглоба;49515-00;Видалення протеза колінного суглоба;Arthroscopic meniscectomy of knee with debridement, osteoplasty or chondroplasty;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1501;Інші процедури, пов’язані з розрізом колінного суглоба;49557-00;Артроскопія колінного суглоба;Arthroscopic removal of loose body of knee with debridement, osteoplasty or chondroplasty;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1501;Інші процедури, пов’язані з розрізом колінного суглоба;49560-00;Артроскопічне видалення «суглобових мишей» з коліна;Arthroscopic lateral release of knee with chondroplasty and multiple drilling or implant;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;3;РОЗРІЗ;1501;Інші процедури, пов’язані з розрізом колінного суглоба;49560-02;Латеральна мобілізація колінного суглоба під артроскопічним контролем;Arthroscopic meniscectomy of knee with chondroplasty and multiple drilling or implant;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1502;Біопсія коліна;49500-00;Відкрита біопсія коліна;Arthroscopic removal of loose body of knee with chondroplasty and multiple drilling or implant;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1502;Біопсія коліна;49557-01;Артроскопічна біопсія коліна;Arthroscopic repair of meniscus of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1503;Артроскопічне висічення колінного суглоба;49557-02;Артроскопічне висічення краю меніска або складки синовіальної оболонки колінного суглоба;Arthroscopic synovectomy of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1503;Артроскопічне висічення колінного суглоба;49558-00;Хірургічна обробка коліна під артроскопічним контролем;Quadricepsplasty of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1503;Артроскопічне висічення колінного суглоба;49560-01;Артроскопічне підрівнювання зв'язки колінного суглоба;Arthroscopy of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1503;Артроскопічне висічення колінного суглоба;49560-03;Артроскопічна меніскектомія колінного суглоба;Arthroscopic biopsy of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1503;Артроскопічне висічення колінного суглоба;49566-00;Артроскопічна синовектомія колінного суглоба;Arthroscopic trimming of osteophyte of ankle;
