Клас;Назва;Вісь анатомічної локалізації;Назва;Вісь процедурної типології;Назва;Вісь блоків ;Назва;Код;Назва UKR;Назва ENG
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1000;Інші відновлювальні процедури на черевній порожнині, очеревині або сальнику;30403-05;Відновлення абдомінальної стінки після забору м'язово-шкірного клаптя;Repair of abdominal wall following procurement of myocutaneous flap
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1000;Інші відновлювальні процедури на черевній порожнині, очеревині або сальнику;45570-00;Закриття черевної порожнини з відновленням м'язово-апоневротичного шару;Closure of abdomen with repair of musculoaponeurotic layer
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1000;Інші відновлювальні процедури на черевній порожнині, очеревині або сальнику;90329-00;Інше відновлення черевної порожнини;Other repair of abdomen
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1000;Інші відновлювальні процедури на черевній порожнині, очеревині або сальнику;90329-01;Інше відновлення очеревини;Other repair of peritoneum
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1000;Інші відновлювальні процедури на черевній порожнині, очеревині або сальнику;90329-02;Інше відновлення сальника;Other repair of omentum
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1000;Інші відновлювальні процедури на черевній порожнині, очеревині або сальнику;90329-03;Інше відновлення брижі;Other repair of mesentery
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;10;РЕВІЗІЯ;1001;Ревізійні процедури на черевній порожнині, очеревині або сальнику;90330-00;Ревізія шунта цереброспінальної рідини [ЦСР] зі сторони очеревини;Revision of cerebrospinal fluid shunt at peritoneal site
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;12;ІНШІ ПРОЦЕДУРИ;1002;Процедури з лікування ехінококової кісти очеревини або органів черевної порожнини;30434-01;Видалення ехінококової кісти очеревини;Evacuation of hydatid cyst of peritoneum
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;12;ІНШІ ПРОЦЕДУРИ;1002;Процедури з лікування ехінококової кісти очеревини або органів черевної порожнини;30434-02;Видалення ехінококової кісти органів черевної порожнини;Evacuation of hydatid cyst of abdominal organ
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;12;ІНШІ ПРОЦЕДУРИ;1002;Процедури з лікування ехінококової кісти очеревини або органів черевної порожнини;30436-01;Видалення ехінококової кісти очеревини з оментопластикою або мієлопластикою;Evacuation of hydatid cyst of peritoneum with omentoplasty or myeloplasty
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;12;ІНШІ ПРОЦЕДУРИ;1002;Процедури з лікування ехінококової кісти очеревини або органів черевної порожнини;30436-02;Видалення ехінококової кісти органів черевної порожнини з оментопластикою або мієлопластикою;Evacuation of hydatid cyst of abdominal organ with omentoplasty or myeloplasty
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;12;ІНШІ ПРОЦЕДУРИ;1003;Процедури з лікування гастрошизису;43864-00;Первинне відновлення при гастрошизисі із залученням шкіри;Primary repair of gastroschisis involving skin
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;12;ІНШІ ПРОЦЕДУРИ;1003;Процедури з лікування гастрошизису;43864-01;Первинне відновлення при гастрошизисі із залученням шкіри, м'язів і фасцій;Primary repair of gastroschisis involving skin, muscle, and fascia
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;12;ІНШІ ПРОЦЕДУРИ;1003;Процедури з лікування гастрошизису;43867-00;Формування мішка з протезного матеріалу при гастрошизисі;Creation of prosthetic pouch for gastroschisis
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;12;ІНШІ ПРОЦЕДУРИ;1003;Процедури з лікування гастрошизису;43867-01;Операція другого етапу при гастрошизисі з видаленням протезу та закриттям рани;Second stage procedure for gastroschisis with removal of prosthesis and closure
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;10;ЧЕРЕВНА ПОРОЖНИНА, ОЧЕРЕВИНА І САЛЬНИК;12;ІНШІ ПРОЦЕДУРИ;1004;Інші процедури на черевній порожнині, очеревині або сальнику;90331-00;Інші процедури на черевній порожнині, очеревині або сальнику;Other procedures on abdomen, peritoneum or omentum
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;1;ОБСТЕЖЕННЯ;1005;Панендоскопія;11820-00;Панендоскопія через капсульну камеру;Panendoscopy via camera capsule
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;1;ОБСТЕЖЕННЯ;1005;Панендоскопія;30473-00;Панендоскопія до дванадцятипалої кишки;Panendoscopy to duodenum
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;1;ОБСТЕЖЕННЯ;1005;Панендоскопія;30473-02;Панендоскопія через штучну стому;Panendoscopy through artificial stoma
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;1;ОБСТЕЖЕННЯ;1005;Панендоскопія;30473-05;Панендоскопія до клубової кишки;Panendoscopy to ileum
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;1;ОБСТЕЖЕННЯ;1005;Панендоскопія;30473-07;Панендоскопія до дванадцятипалої кишки з введенням барвника для (ендоскопічного) татуювання;Panendoscopy to duodenum with administration of tattooing agent
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;1;ОБСТЕЖЕННЯ;1005;Панендоскопія;30473-08;Панендоскопія до клубової кишки з введенням барвника для (ендоскопічного) татуювання;Panendoscopy to ileum with administration of tattooing agent
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1006;Панендоскопія з видаленням стороннього тіла;30478-00;Панендоскопія до дванадцятипалої кишки з видаленням стороннього тіла;Panendoscopy to duodenum with removal of foreign body
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1006;Панендоскопія з видаленням стороннього тіла;30478-14;Панендоскопія до клубової кишки з видаленням стороннього тіла;Panendoscopy to ileum with removal of foreign body
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;4;ДЕСТРУКЦІЯ;1007;Панендоскопія з деструкцією;30478-01;Панендоскопія до дванадцятипалої кишки з діатермією;Panendoscopy to duodenum with diathermy
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;4;ДЕСТРУКЦІЯ;1007;Панендоскопія з деструкцією;30478-02;Панендоскопія до дванадцятипалої кишки з зондовою термокаутеризацiєю;Panendoscopy to duodenum with heater probe coagulation
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;4;ДЕСТРУКЦІЯ;1007;Панендоскопія з деструкцією;30478-03;Панендоскопія до дванадцятипалої кишки з лазерною коагуляцією;Panendoscopy to duodenum with laser coagulation
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;4;ДЕСТРУКЦІЯ;1007;Панендоскопія з деструкцією;30478-15;Панендоскопія до клубової кишки з діатермією;Panendoscopy to ileum with diathermy
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;4;ДЕСТРУКЦІЯ;1007;Панендоскопія з деструкцією;30478-16;Панендоскопія до клубової кишки з зондовою термокаутеризацiєю;Panendoscopy to ileum with heater probe coagulation
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;4;ДЕСТРУКЦІЯ;1007;Панендоскопія з деструкцією;30478-17;Панендоскопія до клубової кишки з лазерною коагуляцією;Panendoscopy to ileum with laser coagulation
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;4;ДЕСТРУКЦІЯ;1007;Панендоскопія з деструкцією;30478-20;Панендоскопія до дванадцятипалої кишки з коагуляцією іншого типу;Panendoscopy to duodenum with other coagulation
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;4;ДЕСТРУКЦІЯ;1007;Панендоскопія з деструкцією;30478-21;Панендоскопія до клубової кишки з коагуляцією іншого типу;Panendoscopy to ileum with other coagulation
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;5;ВИСІЧЕННЯ;1008;Панендоскопія з висіченням;30473-01;Панендоскопія до дванадцятипалої кишки з біопсією;Panendoscopy to duodenum with biopsy
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;5;ВИСІЧЕННЯ;1008;Панендоскопія з висіченням;30473-06;Панендоскопія до клубової кишки з біопсією;Panendoscopy to ileum with biopsy
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;5;ВИСІЧЕННЯ;1008;Панендоскопія з висіченням;30478-04;Панендоскопія до дванадцятипалої кишки з висіченням ураженої ділянки;Panendoscopy to duodenum with excision of lesion
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;5;ВИСІЧЕННЯ;1008;Панендоскопія з висіченням;30478-18;Панендоскопія до клубової кишки з висіченням ураженої ділянки;Panendoscopy to ileum with excision of lesion
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1009;Відновлювальні процедури іншої і множинної локалізації системи органів травлення;43912-01;Відновлення при інтестинальній дуплікації;Repair of intestinal duplication
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;12;ІНШІ ПРОЦЕДУРИ;1011;Інші процедури, пов’язані з системою органів травлення;90334-00;Трансюгулярний внутрішньопечінковий портосистемний шунт;Transjugular intrahepatic portosystemic shunt [TIPS]
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;12;ІНШІ ПРОЦЕДУРИ;1011;Інші процедури, пов’язані з системою органів травлення;90335-00;Інші діагностичні втручання, пов'язані з системою органів травлення;Other diagnostic procedures on the digestive system
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;12;ІНШІ ПРОЦЕДУРИ;1011;Інші процедури, пов’язані з системою органів травлення;90335-01;Інші процедури, пов'язані з системою органів травлення;Other procedures on the digestive system
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;12;ІНШІ ПРОЦЕДУРИ;1011;Інші процедури, пов’язані з системою органів травлення;90343-00;Ендоскопічна процедура, що переходить у відкрите хірургічне втручання;Endoscopic procedure proceeding to open procedure
Клас 10;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ З СИСТЕМОЮ ОРГАНІВ ТРАВЛЕННЯ;11;ІНШІ І МНОЖИННІ ЛОКАЛІЗАЦІЇ СИСТЕМИ ОРГАНІВ ТРАВЛЕННЯ;12;ІНШІ ПРОЦЕДУРИ;1011;Інші процедури, пов’язані з системою органів травлення;90343-01;Лапароскопічна процедура, що переходить у відкрите хірургічне втручання;Laparoscopic procedure proceeding to open procedure
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;1;ОБСТЕЖЕННЯ;1040;Процедури з обстеження нирок;36652-00;Ретроградна пієлоскопія;Retrograde pyeloscopy
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1041;Екстракція ниркових конкрементів або маніпуляції на них.;30450-01;Екстракція конкрементів сечовивідних шляхів з/під візуалізаційним контролем;Percutaneous extraction of calculus of kidney
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1041;Екстракція ниркових конкрементів або маніпуляції на них.;36639-01;Черезшкірна фрагментація ниркових конкрементів;Percutaneous fragmentation of calculus of kidney
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1041;Екстракція ниркових конкрементів або маніпуляції на них.;36639-02;Черезшкірна фрагментація та екстракція ниркових конкрементів;Percutaneous fragmentation and extraction of calculus of kidney
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1041;Екстракція ниркових конкрементів або маніпуляції на них.;36652-01;Ендоскопічна маніпуляція з нирковими конкрементами;Endoscopic manipulation of calculus of kidney
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1041;Екстракція ниркових конкрементів або маніпуляції на них.;36652-02;Черезшкірна маніпуляція ниркових конкрементів;Percutaneous manipulation of calculus of kidney
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1041;Екстракція ниркових конкрементів або маніпуляції на них.;36654-02;Ендоскопічна екстракція ниркових конкрементів ;Endoscopic extraction of  calculus of kidney
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1041;Екстракція ниркових конкрементів або маніпуляції на них.;36656-02;Ендоскопічна фрагментація ниркових конкрементів;Endoscopic fragmentation of calculus of kidney
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1041;Екстракція ниркових конкрементів або маніпуляції на них.;36656-03;Ендоскопічна фрагментація та екстракція ниркових конкрементів;Endoscopic fragmentation and extraction of calculus of kidney
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1042;Інші процедури на нирках, пов’язані з прикладанням, введенням або видаленням;36537-02;Черезшкірне дренування навколониркової зони;Percutaneous drainage of perinephric area
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1042;Інші процедури на нирках, пов’язані з прикладанням, введенням або видаленням;36604-00;Встановлення (проведення) сечовідного стента шляхом черезшкірної нефростомії з використанням інтервенційних технік;Passage of ureteric stent via percutaneous nephrostomy tube using interventional techniques
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1042;Інші процедури на нирках, пов’язані з прикладанням, введенням або видаленням;36605-00;Введення сечовідного стента з екстракцією конкременту через нефростомічну трубку;Insertion of ureteric stent with removal of calculus via nephrostomy tube
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1042;Інші процедури на нирках, пов’язані з прикладанням, введенням або видаленням;36607-00;Введення сечовідного стента з балонною дилатацією через нефростомічну трубку;Insertion of ureteric stent with balloon dilation via nephrostomy tube
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1042;Інші процедури на нирках, пов’язані з прикладанням, введенням або видаленням;36624-01;Черезшірне дренування нирки;Percutaneous drainage of kidney
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;2;ПРИКЛАДАННЯ, ВВЕДЕННЯ, ВИДАЛЕННЯ;1042;Інші процедури на нирках, пов’язані з прикладанням, введенням або видаленням;36649-00;Заміна дренажної трубки (нефростомія);Replacement of nephrostomy drainage tube
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;3;РОЗРІЗ;1043;Черезшкірна нефроскопія;36627-00;Черезшкірна нефроскопія;Percutaneous nephroscopy
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;3;РОЗРІЗ;1043;Черезшкірна нефроскопія;36633-00;Черезшкірна нефроскопія з розрізом ниркової миски;Percutaneous nephroscopy with incision of renal pelvis
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;3;РОЗРІЗ;1043;Черезшкірна нефроскопія;36633-01;Черезшкірна нефроскопія з розрізом ниркової чашечки;Percutaneous nephroscopy with incision of renal calyx
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;3;РОЗРІЗ;1043;Черезшкірна нефроскопія;36633-02;Черезшкірна нефроскопія з розрізом сечоводу;Percutaneous nephroscopy with incision of ureter
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;3;РОЗРІЗ;1044;Нефролітотомія з видаленням конкрементів;36540-00;Нефролітотомія з видаленням ≤ 2 конкрементів;Nephrolithotomy with removal of <= 2 calculi
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;3;РОЗРІЗ;1044;Нефролітотомія з видаленням конкрементів;36543-00;Нефролітотомія з видаленням ≥ 3 конкрементів;Nephrolithotomy with removal of >= 3 calculi
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;3;РОЗРІЗ;1045;Інші процедури, пов’язані з розрізом нирки;36537-00;Діагностичний розріз паранефральної області;Exploration of perinephric area
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;3;РОЗРІЗ;1045;Інші процедури, пов’язані з розрізом нирки;36537-01;Діагностичний розріз нирки;Exploration of kidney
Клас 11;ПРОЦЕДУРИ, ПОВ’ЯЗАНІ ІЗ СЕЧОВИДІЛЬНОЮ СИСТЕМОЮ;1;НИРКИ;4;ДЕСТРУКЦІЯ;1046;Процедури на нирках, пов’язані з деструкцією;90370-00;Інша деструкція ураженої ділянки нирки;Destruction procedures on kidney
